"","dme-miR-1","dme-miR-2a","dme-miR-2b","dme-miR-3","dme-miR-4","dme-miR-5","dme-miR-6","dme-miR-7","dme-miR-8","dme-miR-9a","dme-miR-10-5p","dme-miR-10-3p","dme-miR-11","dme-miR-13a","dme-miR-13b","dme-miR-14","dme-miR-263a","dme-miR-184","dme-miR-274","dme-miR-275","dme-miR-92a","dme-miR-219","dme-miR-276a","dme-miR-277","dme-miR-278","dme-miR-133","dme-miR-279","dme-miR-33","dme-miR-281","dme-miR-282","dme-miR-283","dme-miR-284","dme-miR-281-2*","dme-miR-34","dme-miR-124","dme-miR-79","dme-miR-276b","dme-miR-210","dme-miR-285","dme-miR-100","dme-miR-92b","dme-miR-286","dme-miR-87","dme-miR-263b","dme-bantam","dme-miR-31b","dme-miR-304","dme-miR-305","dme-miR-9c","dme-miR-306","dme-miR-9b","dme-let-7","dme-miR-125","dme-miR-307","dme-miR-308","dme-miR-31a","dme-miR-309","dme-miR-310","dme-miR-311","dme-miR-312","dme-miR-313","dme-miR-314","dme-miR-315","dme-miR-316","dme-miR-317","dme-miR-318","dme-miR-2c","dme-miR-iab-4-5p","dme-miR-iab-4-3p","dme-miR-iab-4as-5p","dme-miR-955","dme-miR-190","dme-miR-193","dme-miR-956","dme-miR-957","dme-miR-958","dme-miR-375","dme-miR-960","dme-miR-962","dme-miR-963","dme-miR-964","dme-miR-932","dme-miR-965","dme-miR-1002","dme-miR-968","dme-miR-969","dme-miR-970","dme-miR-971","dme-miR-974","dme-miR-976","dme-miR-977","dme-miR-980","dme-miR-981","dme-miR-927","dme-miR-986","dme-miR-987","dme-miR-988","dme-miR-989","dme-miR-137","dme-miR-929","dme-miR-993","dme-miR-994","dme-miR-995","dme-miR-996","dme-miR-252","dme-miR-998","dme-miR-999","dme-miR-1000","dme-miR-1003","dme-miR-1004","dme-miR-1006","dme-miR-1007","dme-miR-1010","dme-miR-1011","dme-miR-1014","dme-miR-1017","dme-miR-12","dme-miR-184*","dme-miR-276*","dme-miR-280","dme-miR-281-1*","dme-miR-287","dme-miR-288","dme-miR-289","dme-miR-303","dme-miR-306*","dme-miR-iab-4as-3p","dme-miR-954","dme-miR-959","dme-miR-961","dme-miR-966","dme-miR-967","dme-miR-972","dme-miR-973","dme-miR-975","dme-miR-978","dme-miR-979","dme-miR-982","dme-miR-983","dme-miR-984","dme-miR-985","dme-miR-990","dme-miR-991","dme-miR-992","dme-miR-995*","dme-miR-997","dme-miR-1001","dme-miR-1005","dme-miR-1008","dme-miR-1009","dme-miR-1012","dme-miR-1013","dme-miR-1015","dme-miR-1016","dme-miR-2279*","dme-miR-2279","dme-miR-2280","dme-miR-2280*","dme-miR-2281*","dme-miR-2281","dme-miR-2282","dme-miR-2283","dme-miR-307-as*","dme-miR-307-as","dme-miR-2489","dme-miR-2490","dme-miR-2491","dme-miR-2492","dme-miR-2493*","dme-miR-2493","dme-miR-2494*","dme-miR-2494","dme-miR-2495","dme-miR-2495*","dme-miR-2496*","dme-miR-2496","dme-miR-2497*","dme-miR-2497","dme-miR-2498*","dme-miR-2498","dme-miR-2499*","dme-miR-2499","dme-miR-2500*","dme-miR-2500","dme-miR-2501","dme-miR-2501*","dme-miR-4951","dme-miR-3642","dme-miR-3643","dme-miR-3644","dme-miR-3645","dme-miR-4966","dme-miR-4968","dme-miR-4969","dme-miR-4976"
"1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36566",NA,NA,NA,NA,NA,NA,"41678",NA,NA,NA,NA,NA,NA,"33465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41954","326149",NA,NA,NA,NA,NA,NA,NA,"31342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"317854",NA,NA,"36948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32253",NA,NA,NA,"35693",NA,NA,NA,NA,"42043",NA,NA,NA,"44039",NA,NA,"38750",NA,NA,NA,NA,NA,"42235",NA,NA,NA,NA,NA,NA,NA,"41265",NA,"42099",NA,NA,NA,NA,NA,NA,NA,NA,"41776",NA,NA,"34170",NA,NA,"43762",NA,NA,NA,"5740664",NA,NA,"34945",NA,NA,"38744",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33709",NA,NA,NA,NA,NA,"41305","42651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33949",NA,NA,NA,NA,NA,NA,"34736",NA,NA,NA,NA,NA,NA,"33955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53560","39653",NA,NA,NA,NA,NA,NA,NA,"42394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42707",NA,NA,"34609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41469",NA,NA,NA,"41357",NA,NA,NA,NA,"40813",NA,NA,NA,"34803",NA,NA,"31902",NA,NA,NA,NA,NA,"42961",NA,NA,NA,NA,NA,NA,NA,"31310",NA,"42984",NA,NA,NA,NA,NA,NA,NA,NA,"32447",NA,NA,"34689",NA,NA,"38238",NA,NA,NA,"35222",NA,NA,"32498",NA,NA,"32498",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41203",NA,NA,NA,NA,NA,"33227","34225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31121",NA,NA,NA,NA,NA,NA,"32069",NA,NA,NA,NA,NA,NA,"48582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34063","261618",NA,NA,NA,NA,NA,NA,NA,"32604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33275",NA,NA,"5740196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34225",NA,NA,NA,"40793",NA,NA,NA,NA,"40529",NA,NA,NA,"38489",NA,NA,"35564",NA,NA,NA,NA,NA,"40358",NA,NA,NA,NA,NA,NA,NA,"33175",NA,"32319",NA,NA,NA,NA,NA,NA,NA,NA,"33226",NA,NA,"33473",NA,NA,"251414",NA,NA,NA,"41962",NA,NA,"38817",NA,NA,"32077",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33396",NA,NA,NA,NA,NA,"36678","33957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37413",NA,NA,NA,NA,NA,NA,"318958",NA,NA,NA,NA,NA,NA,"34945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33377","42900",NA,NA,NA,NA,NA,NA,NA,"318833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"326250",NA,NA,"50228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42220",NA,NA,NA,"41413",NA,NA,NA,NA,"38513",NA,NA,NA,"34051",NA,NA,"35239",NA,NA,NA,NA,NA,"5740407",NA,NA,NA,NA,NA,NA,NA,"37632",NA,"4379861",NA,NA,NA,NA,NA,NA,NA,NA,"4379867",NA,NA,"31989",NA,NA,"40551",NA,NA,NA,"317894",NA,NA,"33291",NA,NA,"42350",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39886",NA,NA,NA,NA,NA,"32788","32955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"317913",NA,NA,NA,NA,NA,NA,"34222",NA,NA,NA,NA,NA,NA,"43825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37518","34018",NA,NA,NA,NA,NA,NA,NA,"37515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37603",NA,NA,"41173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33949",NA,NA,NA,"50416",NA,NA,NA,NA,"41557",NA,NA,NA,"43596",NA,NA,"318246",NA,NA,NA,NA,NA,"32613",NA,NA,NA,NA,NA,NA,NA,"41647",NA,"32257",NA,NA,NA,NA,NA,NA,NA,NA,"31555",NA,NA,"5740542",NA,NA,"59142",NA,NA,NA,"47718",NA,NA,"35788",NA,NA,"35788",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38805",NA,NA,NA,NA,NA,"36871","39651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"248102",NA,NA,NA,NA,NA,NA,"33629",NA,NA,NA,NA,NA,NA,"41674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44910","35051",NA,NA,NA,NA,NA,NA,NA,"34844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32400",NA,NA,"5740442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42236",NA,NA,NA,"34588",NA,NA,NA,NA,"50044",NA,NA,NA,"40141",NA,NA,"38718",NA,NA,NA,NA,NA,"32728",NA,NA,NA,NA,NA,NA,NA,"30996",NA,"31352",NA,NA,NA,NA,NA,NA,NA,NA,"318746",NA,NA,"34608",NA,NA,"42337",NA,NA,NA,"36695",NA,NA,"37248",NA,NA,"37248",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41853",NA,NA,NA,NA,NA,"246659","38047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35741",NA,NA,NA,NA,NA,NA,"41876",NA,NA,NA,NA,NA,NA,"38817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34987","41631",NA,NA,NA,NA,NA,NA,NA,"39083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42671",NA,NA,"43034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"326183",NA,NA,NA,"33780",NA,NA,NA,NA,"37482",NA,NA,NA,"35235",NA,NA,"40627",NA,NA,NA,NA,NA,"37101",NA,NA,NA,NA,NA,NA,NA,"2768858",NA,"40014",NA,NA,NA,NA,NA,NA,NA,NA,"31179",NA,NA,"38605",NA,NA,"326173",NA,NA,NA,"39452",NA,NA,"3772082",NA,NA,"41738",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32920",NA,NA,NA,NA,NA,"50188","42835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41201",NA,NA,NA,NA,NA,NA,"37940",NA,NA,NA,NA,NA,NA,"32077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34646","39919",NA,NA,NA,NA,NA,NA,NA,"49165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41602",NA,NA,"35801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36043",NA,NA,NA,"43800",NA,NA,NA,NA,"33706",NA,NA,NA,"36714",NA,NA,"42491",NA,NA,NA,NA,NA,"37688",NA,NA,NA,NA,NA,NA,NA,"40717",NA,"37063",NA,NA,NA,NA,NA,NA,NA,NA,"36692",NA,NA,"32511",NA,NA,"32283",NA,NA,NA,"39675",NA,NA,"40370",NA,NA,"31605",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40012",NA,NA,NA,NA,NA,"36726","5740243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32053",NA,NA,NA,NA,NA,NA,"46015",NA,NA,NA,NA,NA,NA,"33291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41163","31439",NA,NA,NA,NA,NA,NA,NA,"39983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3354941",NA,NA,"31201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32819",NA,NA,NA,"35147",NA,NA,NA,NA,"38373",NA,NA,NA,"36329",NA,NA,"31342",NA,NA,NA,NA,NA,"44046",NA,NA,NA,NA,NA,NA,NA,"3772232",NA,"38859",NA,NA,NA,NA,NA,NA,NA,NA,"33703",NA,NA,"35226",NA,NA,"41072",NA,NA,NA,"33172",NA,NA,"40941",NA,NA,"3772082",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37117",NA,NA,NA,NA,NA,"32072","42894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38997",NA,NA,NA,NA,NA,NA,"40841",NA,NA,NA,NA,NA,NA,"35788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37910","37966",NA,NA,NA,NA,NA,NA,NA,"40555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37364",NA,NA,"40704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"246588",NA,NA,NA,"31869",NA,NA,NA,NA,"33027",NA,NA,NA,"34144",NA,NA,"34689",NA,NA,NA,NA,NA,"34126",NA,NA,NA,NA,NA,NA,NA,"31525",NA,"34009",NA,NA,NA,NA,NA,NA,NA,NA,"43581",NA,NA,"36243",NA,NA,"33905",NA,NA,NA,"318681",NA,NA,"32941",NA,NA,"32558",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33786",NA,NA,NA,NA,NA,"36857","34749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31593",NA,NA,NA,NA,NA,NA,"35002",NA,NA,NA,NA,NA,NA,"37248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"318799","31666",NA,NA,NA,NA,NA,NA,NA,"318231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36585",NA,NA,"40139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36461",NA,NA,NA,"37674",NA,NA,NA,NA,"44039",NA,NA,NA,"38756",NA,NA,"42531",NA,NA,NA,NA,NA,"34114",NA,NA,NA,NA,NA,NA,NA,"33795",NA,"50070",NA,NA,NA,NA,NA,NA,NA,NA,"40439",NA,NA,"31533",NA,NA,"34761",NA,NA,NA,"33567",NA,NA,"31928",NA,NA,"38427",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3771920",NA,NA,NA,NA,NA,"39388","35419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35628",NA,NA,NA,NA,NA,NA,"42271",NA,NA,NA,NA,NA,NA,"3772082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"318117","43843",NA,NA,NA,NA,NA,NA,NA,"36513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"318981",NA,NA,"37563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33899",NA,NA,NA,"42738",NA,NA,NA,NA,"37201",NA,NA,NA,"33716",NA,NA,"3772658",NA,NA,NA,NA,NA,"33047",NA,NA,NA,NA,NA,NA,NA,"3885647",NA,"33332",NA,NA,NA,NA,NA,NA,NA,NA,"40666",NA,NA,"35085",NA,NA,"44548",NA,NA,NA,"44448",NA,NA,"33552",NA,NA,"32460",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37062",NA,NA,NA,NA,NA,"45318","33391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33530",NA,NA,NA,NA,NA,NA,"246552",NA,NA,NA,NA,NA,NA,"32558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37397","35970",NA,NA,NA,NA,NA,NA,NA,"2768945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48441",NA,NA,"41160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38090",NA,NA,NA,"31169",NA,NA,NA,NA,"34051",NA,NA,NA,"35207",NA,NA,"32070",NA,NA,NA,NA,NA,"318626",NA,NA,NA,NA,NA,NA,NA,"45460",NA,"33690",NA,NA,NA,NA,NA,NA,NA,NA,"41425",NA,NA,"31151",NA,NA,"33727",NA,NA,NA,"39383",NA,NA,"40017",NA,NA,"31874",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40232",NA,NA,NA,NA,NA,"45683","40289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50003",NA,NA,NA,NA,NA,NA,"34734",NA,NA,NA,NA,NA,NA,"318168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136","318841",NA,NA,NA,NA,NA,NA,NA,"31610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33499",NA,NA,"49893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33374",NA,NA,NA,"31921",NA,NA,NA,NA,"43872",NA,NA,NA,"39485",NA,NA,"38937",NA,NA,NA,NA,NA,"32176",NA,NA,NA,NA,NA,NA,NA,"39014",NA,"43749",NA,NA,NA,NA,NA,NA,NA,NA,"34145",NA,NA,"34788",NA,NA,"37553",NA,NA,NA,"317823",NA,NA,"32873",NA,NA,"40941",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40893",NA,NA,NA,NA,NA,"35261","37325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44029",NA,NA,NA,NA,NA,NA,"32324",NA,NA,NA,NA,NA,NA,"40370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40599","39078",NA,NA,NA,NA,NA,NA,NA,"64875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50063",NA,NA,"34787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31741",NA,NA,NA,"39375",NA,NA,NA,NA,"43596",NA,NA,NA,"40448",NA,NA,"31070",NA,NA,NA,NA,NA,"39074",NA,NA,NA,NA,NA,NA,NA,"38573",NA,"318623",NA,NA,NA,NA,NA,NA,NA,NA,"50196",NA,NA,"31460",NA,NA,"36820",NA,NA,NA,"32585",NA,NA,"33346",NA,NA,"31703",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39581",NA,NA,NA,NA,NA,"3771951","39425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35364",NA,NA,NA,NA,NA,NA,"43707",NA,NA,NA,NA,NA,NA,"32460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34546","38725",NA,NA,NA,NA,NA,NA,NA,"39218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39391",NA,NA,"38133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41177",NA,NA,NA,"31027",NA,NA,NA,NA,"35235",NA,NA,NA,"34495",NA,NA,"34844",NA,NA,NA,NA,NA,"31075",NA,NA,NA,NA,NA,NA,NA,"39322",NA,"40087",NA,NA,NA,NA,NA,NA,NA,NA,"42598",NA,NA,"39951",NA,NA,"43791",NA,NA,NA,"43587",NA,NA,"45039",NA,NA,"31928",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44254",NA,NA,NA,NA,NA,"37602","42259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36752",NA,NA,NA,NA,NA,NA,"53554",NA,NA,NA,NA,NA,NA,"31874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3355131","37129",NA,NA,NA,NA,NA,NA,NA,"39470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39136",NA,NA,"44811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33427",NA,NA,NA,"2768881",NA,NA,NA,NA,"33402",NA,NA,NA,"40414",NA,NA,"38436",NA,NA,NA,NA,NA,"31451",NA,NA,NA,NA,NA,NA,NA,"35715",NA,"36615",NA,NA,NA,NA,NA,NA,NA,NA,"53433",NA,NA,"34947",NA,NA,"33209",NA,NA,NA,"35539",NA,NA,"42550",NA,NA,"33552",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36643",NA,NA,NA,NA,NA,"32088","34385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39886",NA,NA,NA,NA,NA,NA,"35267",NA,NA,NA,NA,NA,NA,"32941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34143","53448",NA,NA,NA,NA,NA,NA,NA,"38218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"318958",NA,NA,"41299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36636",NA,NA,NA,"43012",NA,NA,NA,NA,"38756",NA,NA,NA,"32174",NA,NA,"43394",NA,NA,NA,NA,NA,"42841",NA,NA,NA,NA,NA,NA,NA,"32789",NA,"37657",NA,NA,NA,NA,NA,NA,NA,NA,"33348",NA,NA,"38306",NA,NA,"42325",NA,NA,NA,"50315",NA,NA,"32312",NA,NA,"36275",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32631",NA,NA,NA,NA,NA,"37900","32250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34530",NA,NA,NA,NA,NA,NA,"44272",NA,NA,NA,NA,NA,NA,"33167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"326131","43481",NA,NA,NA,NA,NA,NA,NA,"42527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41876",NA,NA,"40241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36118",NA,NA,NA,"48581",NA,NA,NA,NA,"35480",NA,NA,NA,"38565",NA,NA,"318231",NA,NA,NA,NA,NA,"44126",NA,NA,NA,NA,NA,NA,NA,"38703",NA,"40484",NA,NA,NA,NA,NA,NA,NA,NA,"37797",NA,NA,"40542",NA,NA,"53557",NA,NA,NA,"53581",NA,NA,"35427",NA,NA,"40017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32849",NA,NA,NA,NA,NA,"33477","43782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36498",NA,NA,NA,NA,NA,NA,"32037",NA,NA,NA,NA,NA,NA,"33552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32035","39409",NA,NA,NA,NA,NA,NA,NA,"38135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37940",NA,NA,"41960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37888",NA,NA,NA,"43677",NA,NA,NA,NA,"36072",NA,NA,NA,"41491",NA,NA,"37419",NA,NA,NA,NA,NA,"38106",NA,NA,NA,NA,NA,NA,NA,"37618",NA,"42842",NA,NA,NA,NA,NA,NA,NA,NA,"38779",NA,NA,"36160",NA,NA,"43604",NA,NA,NA,"36156",NA,NA,"38337",NA,NA,"39860",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38077",NA,NA,NA,NA,NA,"40920","318930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
